title,year,journal,dominant_topic,dominant_topic_prob,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,abstract
Automatic motion artefact detection in brain T1-weighted magnetic resonance images from a clinical data warehouse using synthetic data,2024,Medical Image Analysis,2,0.9017,0.024621795567305524,0.9016670856996207,0.024557461798422105,0.02455728133815787,0.024596375596493622,"Containing the medical data of millions of patients, clinical data warehouses (CDWs) represent a great opportunity to develop computational tools. Magnetic resonance images (MRIs) are particularly sensitive to patient movements during image acquisition, which will result in artefacts (blurring, ghosting and ringing) in the reconstructed image. As a result, a significant number of MRIs in CDWs are corrupted by these artefacts and may be unusable. Since their manual detection is impossible due to the large number of scans, it is necessary to develop tools to automatically exclude (or at least identify) images with motion in order to fully exploit CDWs. In this paper, we propose a novel transfer learning method from research to clinical data for the automatic detection of motion in 3D T1-weighted brain MRI. The method consists of two steps: a pre-training on research data using synthetic motion, followed by a fine-tuning step to generalise our pre-trained model to clinical data, relying on the labelling of 4045 images. The objectives were both (1) to be able to exclude images with severe motion, (2) to detect mild motion artefacts. Our approach achieved excellent accuracy for the first objective with a balanced accuracy nearly similar to that of the annotators (balanced accuracy>80 %). However, for the second objective, the performance was weaker and substantially lower than that of human raters. Overall, our framework will be useful to take advantage of CDWs in medical imaging and highlight the importance of a clinical validation of models trained on research data. © 2023"
Transfer learning from synthetic to routine clinical data for motion artefact detection in brain T1-weighted MRI,2023,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2,0.9003,0.024965546975312454,0.9002908342115519,0.0249027801561344,0.024902579763387334,0.024938258893614035,"Clinical data warehouses (CDWs) contain the medical data of millions of patients and represent a great opportunity to develop computational tools. MRIs are particularly sensitive to patient movements during image acquisition, which will result in artefacts (blurring, ghosting and ringing) in the reconstructed image. As a result, a significant number of MRIs in CDWs are unusable because corrupted by these artefacts. Since their manual detection is impossible due to the number of scans, it is necessary to develop a tool to automatically exclude images with motion in order to fully exploit CDWs. In this paper, we propose a CNN for the automatic detection of motion in 3D T1-weighted brain MRI. Our transfer learning approach, based on synthetic motion generation, consists of two steps: a pre-training on research data using synthetic motion, followed by a fine-tuning step to generalise our pre-trained model to clinical data, relying on the manual labelling of 5500 images. The objectives were both (1) to be able to exclude images with severe motion, (2) to detect mild motion artefacts. Our approach achieved excellent accuracy for the first objective with a balanced accuracy nearly similar to that of the annotators (balanced accuracy>80%). However, for the second objective, the performance was weaker and substantially lower than that of human raters. Overall, our framework will be useful to take advantage of CDWs in medical imaging and to highlight the importance of a clinical validation of models trained on research data. © 2023 SPIE."
Leveraging noise and contrast simulation for the automatic quality control of routine clinical T1-weighted brain MRI,2024,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,2,0.8844,0.030389462713361248,0.8844386365903818,0.028074082158208356,0.028065648004108403,0.02903217053394023,"The recent advent of clinical data warehouses (CDWs) has facilitated the sharing of very large volumes of medical data for research purposes. MRIs can be affected by various artefacts such as motion, noise or poor contrast that can severely degrade the overall quality of an image. In CDWs, a large amount of MRIs are unusable because corrupted by these diverse artefacts. Given the huge number of MRIs present in CDWs, manually detecting these artefacts becomes an impractical task. Therefore, it is necessary to develop an automated tool that can efficiently identify and exclude corrupted images. We previously proposed an approach for the detection of motion artefacts in 3D T1-weighted brain MRIs. In this paper, we propose to extend our work to two other types of artefacts: poor contrast and noise. We rely on a transfer learning approach, which leverages synthetic artefact generation, and comprises two steps: model pre-training on research data using synthetic artefacts, followed by a fine-tuning step, where we generalise the pre-trained models to clinical routine data relying on the manual labelling of 5000 images. The main objectives of our study were two-fold: to be able to exclude images with severe artefacts and to detect moderate artefacts. Our approach excelled in meeting the first objective, achieving a balanced accuracy of over 84% for the detection of severe noise and very poor contrast, which closely matched the performance of human annotators. Nevertheless, performance in the pursuit of the second objective was less satisfactory and inferior to that of the human annotators. Overall, our framework will be useful for taking full advantage of MRIs present in CDWs. © 2024 SPIE."
